accuracy,error_type,f1,iou,precision,recall,reward
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,13.0
1.0,No Error,1.0,1.0,1.0,1.0,19.0
1.0,No Error,1.0,1.0,1.0,1.0,19.0
1.0,No Error,1.0,1.0,1.0,1.0,19.0
0.0,No Error,-1.0,0.0,0.0,0.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,19.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
0.375,No Error,0.5454545454545454,0.375,1.0,0.375,14.875
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
0.0,No Error,-1.0,0.0,0.0,0.0,13.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,10.0
1.0,No Error,1.0,1.0,1.0,1.0,9.0
1.0,No Error,1.0,1.0,1.0,1.0,16.0
1.0,No Error,1.0,1.0,1.0,1.0,13.0
1.0,No Error,1.0,1.0,1.0,1.0,16.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,13.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,9.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,15.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
0.0,No Error,-1.0,0.0,0.0,0.0,11.0
0.0,No Error,-1.0,0.0,0.0,0.0,8.0
0.0,No Error,-1.0,0.0,0.0,0.0,11.0
0.0,No Error,-1.0,0.0,0.0,0.0,9.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
0.0,No Error,-1.0,0.0,0.0,0.0,12.0
0.0,No Error,-1.0,0.0,0.0,0.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
0.0,No Error,-1.0,0.0,0.0,0.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,No Error,-1.0,0.0,0.0,0.0,11.0
0.0,No Error,-1.0,0.0,0.0,0.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,16.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,16.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,16.0
0.2,No Error,0.33333333333333337,0.2,1.0,0.2,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,12.0
0.2,No Error,0.33333333333333337,0.2,1.0,0.2,14.0
1.0,No Error,1.0,1.0,1.0,1.0,13.0
1.0,No Error,1.0,1.0,1.0,1.0,13.0
1.0,No Error,1.0,1.0,1.0,1.0,13.0
1.0,No Error,1.0,1.0,1.0,1.0,13.0
1.0,No Error,1.0,1.0,1.0,1.0,13.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
0.0,No Error,-1.0,0.0,0.0,0.0,4.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,6.0
0.0,No Error,-1.0,0.0,0.0,0.0,6.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
0.0,No Error,-1.0,0.0,0.0,0.0,6.0
0.0,No Error,-1.0,0.0,0.0,0.0,6.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
0.0,No Error,-1.0,0.0,0.0,0.0,7.0
1.0,No Error,1.0,1.0,1.0,1.0,12.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,7.0
0.0,No Error,-1.0,0.0,0.0,0.0,6.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,6.0
1.0,No Error,1.0,1.0,1.0,1.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,12.0
0.0,No Error,-1.0,0.0,0.0,0.0,7.0
0.0,No Error,-1.0,0.0,0.0,0.0,6.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,32.0
1.0,No Error,1.0,1.0,1.0,1.0,35.0
1.0,No Error,1.0,1.0,1.0,1.0,35.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,30.0
1.0,No Error,1.0,1.0,1.0,1.0,35.0
1.0,No Error,1.0,1.0,1.0,1.0,35.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,31.0
1.0,No Error,1.0,1.0,1.0,1.0,35.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,32.0
1.0,No Error,1.0,1.0,1.0,1.0,35.0
0.0,No Error,-1.0,0.0,0.0,0.0,30.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
1.0,No Error,1.0,1.0,1.0,1.0,16.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,12.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
0.0,No Error,-1.0,0.0,0.0,0.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,10.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
0.0,No Error,-1.0,0.0,0.0,0.0,10.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,24.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,12.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
1.0,No Error,1.0,1.0,1.0,1.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,12.0
0.0,No Error,-1.0,0.0,0.0,0.0,8.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
0.0,No Error,-1.0,0.0,0.0,0.0,17.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
0.0,No Error,-1.0,0.0,0.0,0.0,17.0
0.0,No Error,-1.0,0.0,0.0,0.0,17.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,17.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,16.0
1.0,No Error,1.0,1.0,1.0,1.0,10.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,7.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,8.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,8.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,8.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,17.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,17.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
0.0,No Error,-1.0,0.0,0.0,0.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,7.0
0.0,No Error,-1.0,0.0,0.0,0.0,9.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,12.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,18.0
0.0,No Error,-1.0,0.0,0.0,0.0,26.0
0.0,No Error,-1.0,0.0,0.0,0.0,6.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,7.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,6.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,6.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,5.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,5.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,5.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,6.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,5.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,7.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,5.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,No Error,-1.0,0.0,0.0,0.0,8.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,No Error,-1.0,0.0,0.0,0.0,9.0
1.0,No Error,1.0,1.0,1.0,1.0,33.0
0.0,No Error,-1.0,0.0,0.0,0.0,25.0
1.0,No Error,1.0,1.0,1.0,1.0,33.0
1.0,No Error,1.0,1.0,1.0,1.0,33.0
1.0,No Error,1.0,1.0,1.0,1.0,33.0
0.0,No Error,-1.0,0.0,0.0,0.0,28.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,28.0
1.0,No Error,1.0,1.0,1.0,1.0,33.0
0.0,No Error,-1.0,0.0,0.0,0.0,28.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,28.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,29.0
0.0,No Error,-1.0,0.0,0.0,0.0,16.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,20.0
0.0,No Error,-1.0,0.0,0.0,0.0,16.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,15.0
0.0,No Error,-1.0,0.0,0.0,0.0,9.0
0.0,No Error,-1.0,0.0,0.0,0.0,8.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
1.0,No Error,1.0,1.0,1.0,1.0,33.0
0.0,No Error,-1.0,0.0,0.0,0.0,28.0
0.0,No Error,-1.0,0.0,0.0,0.0,28.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,25.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,29.0
0.0,No Error,-1.0,0.0,0.0,0.0,24.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,25.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,26.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,31.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,29.0
0.0,No Error,-1.0,0.0,0.0,0.0,24.0
0.0,No Error,-1.0,0.0,0.0,0.0,9.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,13.0
1.0,No Error,1.0,1.0,1.0,1.0,18.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,16.0
1.0,No Error,1.0,1.0,1.0,1.0,18.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,16.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,13.0
1.0,No Error,1.0,1.0,1.0,1.0,18.0
0.0,No Error,-1.0,0.0,0.0,0.0,12.0
0.0,No Error,-1.0,0.0,0.0,0.0,12.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,16.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,16.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,12.0
0.0,No Error,-1.0,0.0,0.0,0.0,12.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,12.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,13.0
0.0,No Error,-1.0,0.0,0.0,0.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
0.0,No Error,-1.0,0.0,0.0,0.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,24.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,26.0
1.0,No Error,1.0,1.0,1.0,1.0,31.0
1.0,No Error,1.0,1.0,1.0,1.0,28.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,27.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,30.0
0.0,No Error,-1.0,0.0,0.0,0.0,25.0
1.0,No Error,1.0,1.0,1.0,1.0,32.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,26.0
1.0,No Error,1.0,1.0,1.0,1.0,31.0
0.0,No Error,-1.0,0.0,0.0,0.0,26.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
0.0,No Error,-1.0,0.0,0.0,0.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,10.0
0.0,No Error,-1.0,0.0,0.0,0.0,4.0
0.0,No Error,-1.0,0.0,0.0,0.0,13.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
0.2,No Error,0.33333333333333337,0.2,1.0,0.2,13.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,27.0
0.0,No Error,-1.0,0.0,0.0,0.0,27.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,28.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,27.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,28.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,27.0
1.0,No Error,1.0,1.0,1.0,1.0,33.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,28.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,28.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,28.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,28.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,12.0
0.8823529411764706,No Error,0.9375,0.8823529411764706,0.8823529411764706,1.0,12.411764705882353
1.0,No Error,1.0,1.0,1.0,1.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,12.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,7.0
1.0,No Error,1.0,1.0,1.0,1.0,12.0
0.8823529411764706,No Error,0.9375,0.8823529411764706,0.8823529411764706,1.0,11.411764705882353
0.0,No Error,-1.0,0.0,0.0,0.0,8.0
1.0,No Error,1.0,1.0,1.0,1.0,12.0
0.0,No Error,-1.0,0.0,0.0,0.0,5.0
1.0,No Error,1.0,1.0,1.0,1.0,10.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,29.0
0.017964071856287425,No Error,0.03529411764705882,0.017964071856287425,0.017964071856287425,1.0,29.089820359281436
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,24.0
0.017964071856287425,No Error,0.03529411764705882,0.017964071856287425,0.017964071856287425,1.0,29.089820359281436
1.0,No Error,1.0,1.0,1.0,1.0,35.0
0.0,No Error,-1.0,0.0,0.0,0.0,26.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,29.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,30.0
0.017964071856287425,No Error,0.03529411764705882,0.017964071856287425,0.017964071856287425,1.0,29.089820359281436
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,29.0
0.017964071856287425,No Error,0.03529411764705882,0.017964071856287425,0.017964071856287425,1.0,29.089820359281436
1.0,No Error,1.0,1.0,1.0,1.0,21.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,18.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
0.0,No Error,-1.0,0.0,0.0,0.0,17.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
1.0,No Error,1.0,1.0,1.0,1.0,21.0
0.0,No Error,-1.0,0.0,0.0,0.0,16.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,16.0
0.0,No Error,-1.0,0.0,0.0,0.0,16.0
0.0,No Error,-1.0,0.0,0.0,0.0,16.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
0.0,No Error,-1.0,0.0,0.0,0.0,12.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
0.0,No Error,-1.0,0.0,0.0,0.0,10.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
1.0,No Error,1.0,1.0,1.0,1.0,14.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,13.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,15.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,15.0
1.0,No Error,1.0,1.0,1.0,1.0,19.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
1.0,No Error,1.0,1.0,1.0,1.0,12.0
1.0,No Error,1.0,1.0,1.0,1.0,13.0
0.0,No Error,-1.0,0.0,0.0,0.0,6.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,7.0
1.0,No Error,1.0,1.0,1.0,1.0,11.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,10.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,13.0
1.0,No Error,1.0,1.0,1.0,1.0,16.0
1.0,No Error,1.0,1.0,1.0,1.0,16.0
1.0,No Error,1.0,1.0,1.0,1.0,18.0
0.09905795032829004,No Error,0.18025974025974026,0.09905795032829004,0.09905795032829004,1.0,12.495289751641451
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,16.0
1.0,No Error,1.0,1.0,1.0,1.0,16.0
1.0,No Error,1.0,1.0,1.0,1.0,16.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,12.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,9.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,12.0
0.0,<class 'sqlite3.OperationalError'>,-1.0,0.0,0.0,0.0,11.0
1.0,No Error,1.0,1.0,1.0,1.0,17.0
